MATRICULA,NOME,REPROVACOES_MAT_1,REPROVACOES_MAT_2,REPROVACOES_MAT_3,REPROVACOES_MAT_4,NOTA_MAT_1,NOTA_MAT_2,NOTA_MAT_3,NOTA_MAT_4,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
439632,Paula Gigi Herrera de Castro,0,0,0,0,6.1,6.0,4.7,5.1,0.0,5,0,8,DIFICULDADE
448609,Isabela Elisete Barroso,0,0,0,0,6.8,7.3,7.7,6.9,1.0,5,5,3,BOM
679019,Breno Tiufua,0,0,0,0,6.2,4.6,6.1,4.8,1.0,0,0,3,REGULAR
833047,Berenice de Trindade Guedes,0,0,0,0,7.5,7.2,8.4,7.7,0.0,10,6,3,BOM
679231,Ney Pebe,0,0,1,1,4.3,4.9,0.0,,1.0,7,2,3,DIFICULDADE
462967,Renato Mendes,0,0,0,0,7.2,5.8,5.6,4.7,0.0,2,0,3,REGULAR
697026,Clotilde Zenu Maciel,0,0,0,0,7.4,5.8,6.3,6.3,0.0,3,0,3,REGULAR
851796,Luciana de Godoy Ijeveul dos Santos,0,0,1,1,4.4,5.6,0.0,0.0,0.0,3,3,4,DIFICULDADE
396678,Daniel Luan Chulihesson Júnior,0,0,1,1,5.9,4.5,0.0,0.0,1.0,1,2,6,DIFICULDADE
971372,Oliver Félix Tlica Hiposo,0,0,0,0,5.7,5.9,4.9,5.5,,5,3,2,REGULAR
733465,Roseli de Alvim,0,0,0,0,6.7,6.5,4.6,5.6,0.0,3,4,3,REGULAR
179573,Nicolas Gomes de Antunes,0,0,0,0,7.6,7.8,8.2,7.2,1.0,8,3,7,BOM
943149,Dante Lagruopuman Cavalcante Guedes,0,0,0,0,6.6,6.9,6.2,5.8,1.0,4,6,3,MUITO_BOM
909646,Micael de Figueiredo Torres,0,0,0,0,6.9,7.4,8.2,7.2,0.0,2,6,2,BOM
557601,Maria Anne de Pereira Gomes Nycu,0,0,0,0,6.8,6.3,6.3,6.6,1.0,9,5,3,MUITO_BOM
621313,Verônica da Silva Pinhão Poesmo,1,1,1,1,0.0,0.0,0.0,,,4,5,5,DIFICULDADE
417312,Ivone Graziele de Peres,0,0,0,0,6.6,6.5,5.5,,0.0,3,3,3,REGULAR
820026,Nelson de Morais,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,1,7,DIFICULDADE
760936,Ingrid Maria Marques Espada,1,1,1,1,0.0,0.0,0.0,0.0,,2,0,3,DIFICULDADE
541609,Keyla Criel de Almeida,0,0,0,0,6.3,5.0,5.9,4.9,0.0,5,3,5,DIFICULDADE
240628,Josiane Frias,0,0,0,0,4.4,4.9,5.0,4.6,1.0,0,1,7,DIFICULDADE
102829,Eulália Valdirene Vuesgroa dos Santos,0,0,0,0,6.4,6.9,6.2,5.5,1.0,8,1,6,REGULAR
365232,Bóris Zado,0,0,0,0,7.4,7.5,7.9,6.8,,7,5,3,BOM
352518,Eugênio Otávio da Encarnação,0,0,0,0,6.3,4.8,5.2,,1.0,3,4,3,REGULAR
269492,Margarete Euvic,0,0,0,0,6.3,7.0,6.0,,1.0,2,5,3,DIFICULDADE
430541,João dos Santos Marinho,0,0,3,1,5.1,5.5,0.0,0.0,,8,0,2,DIFICULDADE
374017,Washington Marco da Silva de Pimentel,0,0,0,0,6.3,4.6,5.0,5.7,1.0,0,1,1,REGULAR
889366,Adriana Tatiane de Souza,0,0,0,0,5.4,4.7,5.2,5.1,0.0,5,1,3,REGULAR
423585,Ivone Isaiane Arnotalã,0,0,0,0,7.3,6.9,6.5,4.8,0.0,4,3,5,REGULAR
926543,Eric Bento Jardim,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
627205,Elisete de Soares Seixas,0,0,0,0,5.2,5.5,4.7,5.3,1.0,3,1,6,REGULAR
855325,Tainá de Ayres,0,0,0,0,6.6,7.1,7.0,6.1,1.0,3,3,3,BOM
816101,Laércio Washington de Souza Coluimer Brasil,0,0,1,3,6.9,7.1,0.0,0.0,1.0,5,4,4,REGULAR
805265,Barnabé de Fernandes,3,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2,6,DIFICULDADE
216149,Dionísio de Alvim Esarnevic,1,1,1,1,0.0,0.0,0.0,,,3,0,4,DIFICULDADE
481066,Fred Fabrício Giylvic Fazetre de Barbosa,0,0,0,0,6.5,5.2,5.6,6.7,1.0,8,5,3,REGULAR
207814,Beto de Macedo Potsudo Chikua Júnior,0,0,0,0,7.5,8.0,8.3,7.9,0.0,5,5,3,MUITO_BOM
441109,David Frederico de Assis Umim Guerra,0,0,0,0,6.8,7.4,5.4,5.3,,3,3,6,REGULAR
477597,Davi Fragoso Sifa,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,4,4,DIFICULDADE
864414,Rosângela Simone Ioue de Amorim,0,0,0,0,7.4,7.8,8.6,,0.0,22,7,2,EXCELENTE
480471,Lina Maciel Barroso,0,0,0,0,6.8,7.3,7.6,,0.0,13,5,2,BOM
231368,Janete Rosa de Diniz Umul Banhos,0,0,0,0,6.3,6.2,5.2,6.2,,6,3,3,REGULAR
460906,Ramon Eliel Dyeizman Eilson Neto,0,0,0,0,6.5,6.0,5.9,5.4,,2,4,2,REGULAR
814574,Nicole Ocry,0,0,0,0,6.6,6.0,6.9,,1.0,0,1,6,BOM
470672,Nayara Pumirobu,1,1,3,1,0.0,0.0,0.0,0.0,,5,4,2,DIFICULDADE
128203,Simone Abigail Narnotheson,0,0,0,0,6.2,4.4,5.8,,,2,3,3,REGULAR
267315,Altair de Torquato Júnior,0,0,0,0,5.9,6.4,7.1,6.7,,3,2,6,BOM
500785,Marina de Arruda Sanches,0,0,0,0,6.9,6.3,8.0,6.5,,4,5,2,BOM
549421,Vera Elisa Comfeonvlier de Salvador Xizgião,0,0,0,0,6.7,6.4,6.2,5.5,,3,0,5,REGULAR
817840,Hércules Paulo Iolumo do Prado,0,0,0,0,6.0,5.1,5.5,5.1,0.0,4,2,6,REGULAR
133869,Leo Alessandre de Bezerra Júnior,0,0,0,0,7.9,7.4,5.8,6.3,1.0,5,1,3,REGULAR
242102,Érica Evelyn Dutra,0,0,0,0,6.0,4.3,5.2,5.3,1.0,2,2,6,DIFICULDADE
111715,Fabíola de Farias Broum da Rocha,0,0,0,0,7.7,8.3,8.4,6.9,0.0,23,3,6,BOM
767994,Verônica Danielle de Oliveira Nidrae,1,1,3,1,0.0,0.0,0.0,0.0,,2,2,6,DIFICULDADE
410873,Saulo de Lacerda,0,0,0,0,6.9,6.9,5.4,6.8,1.0,1,2,6,REGULAR
205922,Nicolas Elias Metrião de Bueno,3,1,3,1,0.0,0.0,0.0,0.0,0.0,6,3,3,DIFICULDADE
390958,Ariel Trao da Mata do Vale,0,0,0,0,6.0,6.4,5.8,5.3,1.0,2,2,6,REGULAR
243179,Selena Cássia Preto,0,0,0,0,7.0,6.8,7.6,7.0,1.0,5,5,3,DIFICULDADE
760981,Eunice da Silva,0,0,0,0,5.6,5.5,5.0,,1.0,3,2,7,REGULAR
682014,Saulo de Albuquerque Glunymime,0,0,0,0,4.8,5.7,6.3,,1.0,2,0,8,DIFICULDADE
505848,Everaldo Schneider de Souza,0,0,0,0,7.0,5.9,5.9,6.4,,4,4,3,REGULAR
816780,Décio Marlon de Siqueira Ywuyn,0,0,0,0,6.2,6.7,6.0,,1.0,3,0,3,MUITO_BOM
446726,Ademar da Lira Rosuduson,0,0,0,0,6.6,4.6,6.0,5.3,1.0,3,5,3,REGULAR
391643,Bernadete Valdirene Barroso,0,0,0,0,6.7,6.7,5.3,,0.0,3,0,3,REGULAR
893254,Luan da Silva de Azevedo,0,0,0,0,6.6,6.4,5.9,5.5,1.0,4,5,3,REGULAR
566784,Anna Hilda de Pereira,1,1,1,1,0.0,0.0,0.0,,1.0,5,2,6,DIFICULDADE
917932,Cíntia Albina d'Ávila Yane,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,0,6,DIFICULDADE
976481,Henrique Mário de Braga,0,0,0,0,7.3,7.2,5.5,,,4,2,4,REGULAR
355129,Beatriz de Cardozo Zesaho,0,0,0,0,6.5,7.0,5.4,5.5,0.0,0,2,4,REGULAR
908147,Celina Mourão,0,0,0,0,4.2,5.8,5.7,,1.0,3,1,7,DIFICULDADE
685549,Xavier Toninho de Oliveira,0,0,1,1,4.2,4.8,0.0,0.0,1.0,0,1,5,DIFICULDADE
386050,Mayara Beatriz de Peixoto,0,0,0,0,5.7,4.6,5.0,5.1,0.0,13,3,3,DIFICULDADE
178170,Nilo Francisco Vloaize dos Santos Neto,0,0,0,0,4.8,5.4,5.2,,,3,4,6,REGULAR
246199,Luzia Arilda da Gama Toshiyu Marques,0,0,0,0,5.0,4.5,5.7,5.3,1.0,8,2,3,REGULAR
630558,Romildo Rangel,0,0,0,0,6.9,7.5,8.1,,0.0,19,7,1,BOM
786258,Félix de Simões,0,0,0,0,5.3,5.2,5.2,5.0,0.0,2,2,6,DIFICULDADE
779788,Xerxes Eugênio de Sales,0,0,0,0,6.7,6.5,7.0,,1.0,3,2,3,DIFICULDADE
508372,Neila de Barbosa da Mata,0,0,0,0,5.5,6.4,4.8,5.3,,3,1,7,DIFICULDADE
664301,Renato Anderson Odyoi de Trindade Talto,0,0,0,0,6.4,6.7,5.7,6.4,0.0,3,4,5,REGULAR
784794,Sílvio Marques da Serra,1,3,3,1,0.0,0.0,0.0,0.0,1.0,5,4,7,DIFICULDADE
601472,Yolanda Adriana Babonvic de São Pedro,0,0,0,0,6.5,5.8,4.9,6.0,1.0,2,1,3,REGULAR
280880,José Nicolau Gutierrez Cuinman,0,0,0,0,5.5,4.4,5.6,4.8,0.0,2,4,4,REGULAR
936663,Rodrigo Kapoa,1,1,3,1,0.0,0.0,0.0,0.0,1.0,5,5,1,DIFICULDADE
975998,Thiago Otaviano de Cerqueira,0,0,0,0,7.0,7.4,9.9,7.3,0.0,6,1,6,BOM
340568,Vívian de Farias Tristão,0,0,0,0,6.3,4.6,5.4,5.7,0.0,5,5,3,REGULAR
360634,Mel Albina Mirnai,0,0,0,0,5.8,5.5,6.3,5.1,1.0,2,0,6,DIFICULDADE
553018,Eric Joaquim Góis,0,0,0,0,6.9,6.4,7.7,7.7,,4,3,3,EXCELENTE
200322,Arlete Yeda Gutierrez Ezeskeson,0,0,0,0,7.3,7.3,8.7,7.6,,4,3,5,EXCELENTE
716752,Eduarda Clara de Figueiredo,0,0,0,0,6.2,5.2,5.6,4.9,1.0,3,5,3,REGULAR
280083,Maria dos Santos,0,0,0,0,4.9,5.5,4.8,4.9,1.0,3,2,5,DIFICULDADE
200697,Giuseppe Orndynov Tryi,0,0,0,0,5.3,5.6,5.1,4.8,1.0,1,2,3,DIFICULDADE
108238,Leandro de Barros Ornfim,0,0,0,0,4.1,5.6,5.1,5.4,,5,3,3,REGULAR
195522,Lili Quênia de Trindade,0,0,0,0,7.1,7.3,7.2,,,5,0,5,MUITO_BOM
418389,Décio de Cerqueira Werner,0,0,0,0,6.2,7.1,5.7,5.6,1.0,6,4,3,REGULAR
511525,Roberta de Lisboa Nasimi,1,1,1,1,0.0,0.0,0.0,0.0,,4,5,3,DIFICULDADE
665806,Kim Roberval de Diniz,0,0,0,0,5.5,5.1,5.3,4.8,,2,5,2,REGULAR
415558,Mariana de Osório,0,0,0,0,5.4,5.3,4.8,4.7,,4,3,5,DIFICULDADE
646997,Zara Dutra de Aguiar,0,0,0,0,6.5,6.7,5.9,6.2,,3,2,7,REGULAR
575128,Eunice da Silva,0,0,0,0,7.1,6.9,6.1,6.8,1.0,3,2,5,REGULAR
388122,Jânio dos Santos de Barros,0,0,0,0,6.5,5.6,5.5,,1.0,3,5,3,REGULAR
560196,Helder de Assis Júnior,0,0,0,0,7.4,7.2,7.1,6.7,0.0,4,6,3,MUITO_BOM
935507,Rivaldo Matemashi,0,0,1,1,6.7,5.4,0.0,0.0,0.0,13,4,3,REGULAR
961801,José Fred Eshain de Madureira,0,0,0,0,6.3,5.7,7.4,5.1,1.0,3,0,3,BOM
854326,Mike Ademar de Queiroz Erni,0,0,0,0,6.1,5.0,5.6,4.3,0.0,5,4,6,REGULAR
921714,Guilherme Juliano Penedo Faean,0,0,0,0,5.5,5.7,4.9,,1.0,0,5,6,REGULAR
844622,Eloá Tábata Icku,0,0,1,1,6.9,7.1,0.0,,0.0,9,5,3,DIFICULDADE
597421,Graziele Gusko Dresa,0,0,0,0,7.0,6.1,6.1,6.9,1.0,3,5,3,REGULAR
790085,Hilda Ypro da Silva Weber,1,1,1,1,0.0,0.0,0.0,,1.0,13,5,3,DIFICULDADE
461191,Sâmia Bella da Cunha,1,1,1,1,0.0,0.0,0.0,,,17,2,5,DIFICULDADE
282723,Álvaro de Barbosa,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,1,4,DIFICULDADE
858262,Ana Gomes,0,0,0,0,6.3,5.5,6.8,5.3,,3,2,6,BOM
635450,Mara Cristiane da Silva,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
252617,Luiz de Aguiar,0,0,0,0,5.8,6.7,6.4,4.7,1.0,7,5,6,REGULAR
799391,Genir de Silveira,0,0,0,0,6.4,7.0,5.8,5.3,0.0,13,3,4,REGULAR
351614,Luiza Júlia Togebi Eanasa,0,0,0,0,5.7,5.5,5.4,4.4,1.0,1,3,5,REGULAR
908547,Elano da Gama,0,0,0,0,6.9,6.0,6.8,6.6,,3,3,5,BOM
697284,Reinaldo dos Santos,0,0,0,0,4.2,6.2,5.7,5.3,0.0,3,1,7,REGULAR
157901,Hamilton Baltazar Vaz,0,0,0,0,6.5,5.1,4.5,6.6,1.0,4,2,6,REGULAR
270439,Maria dos Santos,1,3,1,3,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
403153,Célia Elisete de Oliveira Niganu Mendes,1,1,1,1,0.0,0.0,0.0,,0.0,9,2,6,DIFICULDADE
734321,Roberto da Silva de Soares,0,0,0,0,5.3,5.6,7.3,4.8,0.0,3,5,3,BOM
344593,Paulo Hilton de Barbosa,0,0,0,0,7.4,7.1,7.1,,1.0,11,4,5,MUITO_BOM
191349,Wilson Nachiya de Barbosa,0,0,0,0,7.9,8.1,7.6,,,5,5,5,MUITO_BOM
963738,Victor Gomes,0,0,0,0,7.7,8.3,7.6,7.6,0.0,11,7,2,EXCELENTE
885017,Maurício Gutierrez,0,0,0,0,6.6,6.3,6.8,,1.0,0,2,3,BOM
418529,Roberto Ademar da Silva Gily,0,0,0,0,6.9,6.9,6.7,7.0,1.0,2,2,4,BOM
892621,Sílvia Catarina Senoson,0,0,0,0,6.1,6.0,6.5,6.0,0.0,2,5,3,REGULAR
556208,Ederson Mendes Jangada,1,1,3,1,0.0,0.0,0.0,0.0,,14,7,1,DIFICULDADE
361966,Jeniffer de Holanda Eorn do Rio,1,3,1,1,0.0,0.0,0.0,0.0,1.0,8,2,5,DIFICULDADE
583198,Catarina do Amazonas de Moura,0,0,0,0,6.8,6.4,4.9,5.4,,4,3,5,REGULAR
579200,Bruna dos Santos Weber Buarque,0,0,0,0,6.6,7.8,6.8,6.8,1.0,5,5,2,MUITO_BOM
432627,João de Andrade da Silva,0,0,0,0,7.2,6.8,6.3,6.4,0.0,16,2,1,REGULAR
241298,Reinaldo dos Santos de Meireles Ivyleson,0,0,0,0,6.0,4.5,6.1,4.9,1.0,13,2,6,DIFICULDADE
978312,Dário Medechimi Dutra,0,0,0,0,7.1,7.4,6.5,6.6,1.0,9,5,3,REGULAR
567334,Daniel de Souza,0,0,1,1,6.3,5.7,0.0,0.0,,2,2,6,DIFICULDADE
286516,Dina Suzanne Mahezune Schneider,0,0,0,0,7.2,7.6,6.4,,0.0,12,5,1,REGULAR
748500,Carolina Catarina de Camargo Lipri Ufuten,0,0,0,0,5.8,5.4,5.6,5.4,1.0,3,5,3,DIFICULDADE
929290,Elisete Lara Graião,0,0,0,0,5.3,4.8,4.9,,1.0,2,2,4,DIFICULDADE
528003,Yuri Moreno,0,0,0,0,5.9,6.2,5.1,5.3,1.0,7,5,6,REGULAR
945729,Sônia da Silva de Guimarães,0,0,0,0,5.4,5.6,5.5,,0.0,4,6,2,REGULAR
397034,Samuel Adílson Imivic de Mendonça,0,0,0,0,7.3,7.5,7.2,,,9,3,3,BOM
997191,Lara Rosângela Quila de Cabral,0,0,0,0,5.9,5.8,5.5,,0.0,5,5,7,REGULAR
144370,Oliver Castelo Branco Aplofroson Valente,0,0,0,0,6.5,6.1,5.4,6.3,1.0,10,6,3,DIFICULDADE
237254,Regina Dutra da Silva Mintae,0,0,0,0,7.1,7.3,6.8,,1.0,2,2,4,BOM
454150,Domingos Edson Igreja,1,1,1,1,0.0,0.0,0.0,,1.0,4,2,6,DIFICULDADE
201380,Lili Maria dos Santos,0,0,0,0,7.4,8.2,8.9,,0.0,0,5,2,EXCELENTE
179183,Rita Dara Ilsolão,0,0,0,0,6.5,6.7,5.1,6.0,,2,3,3,REGULAR
713883,Bianca de Azevedo Pipearn,0,0,0,0,6.3,5.9,5.5,,1.0,3,1,5,REGULAR
636736,Michel da Silva Onanson,1,3,1,1,0.0,0.0,0.0,,,2,1,7,DIFICULDADE
250782,Christie Keyla de Barboza Seolva,0,0,1,1,5.6,7.0,0.0,,1.0,2,3,7,DIFICULDADE
884992,Amarildo Borba,0,0,0,0,7.2,7.6,7.5,7.2,,11,4,5,BOM
885097,Regina Eleriane de Gusmão,0,0,0,0,6.9,6.7,6.6,6.4,,12,5,6,BOM
694512,Célia Michele de Oliveira Vlaener,0,0,0,0,7.5,7.3,7.5,6.7,1.0,2,5,3,BOM
715410,Simone Margarida da Nóbrega Zimurn,0,0,0,0,7.6,7.5,8.5,,0.0,4,3,3,BOM
149689,Celeste Gene,0,0,0,0,6.4,6.7,5.8,6.1,0.0,3,2,6,REGULAR
866403,Raíssa dos Santos de Araújo,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,3,5,DIFICULDADE
952971,Wilson Giuseppe de Fernandes do Amaral,0,0,0,0,6.7,6.0,5.5,5.1,1.0,11,4,4,REGULAR
461038,Ana Melissa dos Santos,0,0,0,0,7.4,8.1,4.9,6.5,1.0,6,3,6,REGULAR
133404,Valeska Diana do Amazonas,3,1,1,1,0.0,0.0,0.0,0.0,1.0,2,5,3,DIFICULDADE
929752,Luís de Sá,0,0,0,0,6.8,7.7,7.8,,0.0,9,4,2,MUITO_BOM
601216,Martin Lioman,0,0,0,0,6.7,7.1,6.2,6.2,1.0,4,5,6,REGULAR
448147,Maria Sanches Valverde,0,0,0,0,6.7,5.6,7.2,5.4,,0,0,3,BOM
414037,Mikaella Camila de Abreu Pinto,0,0,0,0,7.3,7.1,5.4,6.7,1.0,5,5,1,REGULAR
819575,Yasmin Sabrina Gomes de Osório,0,0,0,0,5.7,6.2,4.6,4.7,,9,5,3,DIFICULDADE
372413,Danielle Sabrina Pineã Claoe,3,1,1,1,0.0,0.0,0.0,0.0,1.0,2,0,5,DIFICULDADE
875313,Cleberson Heboer Gomes,0,0,1,1,5.7,6.6,0.0,0.0,0.0,2,1,7,DIFICULDADE
976991,Dara de Meireles da Silva,0,0,0,0,6.4,6.7,5.0,,,6,3,6,REGULAR
876330,Edson de Melo Neto,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,0,3,DIFICULDADE
729095,Maria Lilian Dodrao de Pereira Frias,0,0,0,0,5.8,6.7,4.8,,1.0,8,5,3,REGULAR
206501,Márcia Selena Couto,0,0,0,0,6.4,5.9,6.1,5.9,1.0,2,3,5,REGULAR
847476,Wesley de Gusmão Crornnoz Rangel,0,0,0,0,7.2,7.2,8.0,6.7,0.0,13,7,1,MUITO_BOM
926467,Laércio Elias de Bragança Ezrrabie da Silva,0,0,1,1,7.2,7.5,0.0,0.0,0.0,5,5,2,REGULAR
759527,Adriana Rosângela de Maia Obbelboson Zenutebe,0,0,0,0,6.1,5.2,6.2,6.1,1.0,2,2,6,REGULAR
878357,Ezequiel João Shimeko,1,3,1,1,0.0,0.0,0.0,0.0,1.0,2,3,4,DIFICULDADE
982923,Zilda de Arantes Lopes,0,0,0,0,6.1,5.3,6.0,5.7,0.0,4,7,4,REGULAR
489576,Clara Luzinete Buarque,0,0,0,0,4.8,6.1,4.5,5.6,0.0,2,3,5,REGULAR
296615,Heloísa Enoson Rosebo,0,0,0,0,5.8,4.8,5.0,4.9,1.0,3,0,4,DIFICULDADE
150461,Valter Elgryson,0,0,0,0,6.2,6.0,5.5,5.5,1.0,2,2,3,REGULAR
289098,Albina Buza,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,0,5,DIFICULDADE
182540,Jacinto da Silva de Pinheiro,0,0,0,0,7.0,6.8,6.1,6.6,1.0,9,6,3,REGULAR
673750,Rosimeire Luciana de Farias Vraizaer,0,0,0,0,6.4,4.9,4.5,4.7,,0,0,6,REGULAR
747009,Helena Marielle Wozoro Ogosson,0,0,0,0,5.6,4.8,5.5,4.9,,9,5,4,REGULAR
362851,Leopoldo Daniel da Silva de Viana Terceiro,1,1,1,3,0.0,0.0,0.0,0.0,1.0,5,4,3,DIFICULDADE
835129,Adriano de Souza Kachize Espada Júnior,0,0,0,0,4.6,5.6,5.7,4.6,0.0,3,1,3,DIFICULDADE
463784,Tainara Marli de Pereira,0,0,0,0,5.8,5.9,5.8,5.3,1.0,4,2,6,REGULAR
426186,Ayrton Pinhão Rebepo Júnior,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,5,3,DIFICULDADE
390821,Verônica Camila dos Santos Vonnu Greone,0,0,0,0,7.2,7.4,6.6,6.4,1.0,2,5,3,BOM
997247,Max Nilton Akoern do Espírito Santo,0,0,0,0,6.5,5.8,5.7,5.6,0.0,3,2,6,DIFICULDADE
291823,Miguel Azgo,3,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFICULDADE
360939,Marcielle Zenaide da Silva Rangel,0,0,0,0,6.0,5.6,6.4,5.3,1.0,3,1,6,REGULAR
540110,Kelly Lealazpin,0,0,0,0,6.9,7.3,5.2,5.1,,3,3,3,REGULAR
754505,Mirian de Fraga Preto,0,0,0,0,6.4,5.1,5.7,5.7,1.0,4,5,3,REGULAR
825845,Gilmara Priscila Otru de Queiroz,0,0,0,0,6.9,7.0,5.9,7.2,,2,4,5,REGULAR
355271,Marlon de Salgado,0,0,0,0,6.1,6.7,6.4,5.0,,3,4,6,REGULAR
334723,Francielle Olga Gadru,1,1,1,1,0.0,0.0,0.0,0.0,,4,2,6,DIFICULDADE
939568,Elói de Teixeira Omime,0,0,0,0,5.7,5.9,5.6,6.3,1.0,6,3,4,REGULAR
677242,Renato Nunes de Fonseca,0,0,1,3,7.0,5.9,0.0,,0.0,20,7,1,REGULAR
854687,Kelly de Souza,0,0,0,0,5.9,5.6,5.4,6.2,,4,4,4,REGULAR
355352,Rosângela Núbia de Castro,0,0,0,0,6.6,6.6,5.2,6.2,,5,5,3,DIFICULDADE
469289,Leila Hebezote de Pereira,0,0,0,0,6.4,5.9,4.6,,1.0,3,2,6,DIFICULDADE
181438,Sandra de Álvares,0,0,0,0,5.7,5.9,5.6,,1.0,0,5,3,DIFICULDADE
475922,Elaine Guiomar Euer,3,3,1,1,0.0,0.0,0.0,0.0,1.0,4,2,5,DIFICULDADE
444605,Kauê Danilo Elbornozan,0,0,0,0,6.5,6.8,6.9,6.9,0.0,3,6,2,DIFICULDADE
307685,Yeda Gomes Oely de Pereira,0,0,0,0,5.3,5.9,4.6,5.0,1.0,3,5,4,REGULAR
358576,Hélio da Silva Weiss,1,1,1,3,0.0,0.0,0.0,0.0,1.0,4,2,1,DIFICULDADE
817264,Laerte Amarildo Franco Uteman,0,0,0,0,7.1,6.6,5.7,,,2,4,3,REGULAR
551630,Hilton Roberto de Cerqueira,0,0,0,0,4.4,4.5,6.1,,,5,3,6,DIFICULDADE
131935,Maria Melissa da Silva,0,0,0,0,6.8,6.6,7.5,5.7,,7,2,6,BOM
579943,Valter Beto da Silva dos Reis de Martins,0,0,0,0,7.1,7.5,7.2,6.4,1.0,5,4,4,BOM
783054,Zuleide Juliana Buarque Zogu,0,0,0,0,6.1,5.6,4.8,5.0,1.0,6,4,7,REGULAR
482122,Raí Arnso de Novais,1,1,1,1,0.0,0.0,0.0,,0.0,7,5,1,DIFICULDADE
353801,Sílvio d'Ávila,0,0,0,0,7.1,7.1,7.6,7.3,,5,0,3,BOM
939948,Thaís Nádia Discu,0,0,0,0,5.9,5.4,6.1,5.9,,4,3,3,REGULAR
432196,Junior Ismael Gomes de Maia,0,0,0,0,6.8,7.0,6.4,6.4,1.0,5,5,2,REGULAR
320719,Romildo dos Pinhais de Oliveira,0,0,0,0,6.8,6.0,5.2,,1.0,5,4,4,REGULAR
168413,Laércio Fagner da Mata Unoão,0,0,1,1,5.9,5.7,0.0,,1.0,7,2,3,DIFICULDADE
875352,Wally Aloísio de Jesus Ensaz,0,0,0,0,6.5,6.4,6.7,,1.0,4,5,4,BOM
651482,Ricardo Joaquim de Osório,0,0,0,0,5.9,7.1,5.7,6.5,,7,4,4,REGULAR
168574,Luciano Muopubi de Alves Itosa,0,0,1,1,6.0,5.3,0.0,0.0,1.0,3,0,8,DIFICULDADE
725504,Madalena Rutema,0,0,0,0,6.7,5.5,5.2,,0.0,5,6,2,REGULAR
610963,Alana Chite,0,0,0,0,6.7,6.0,6.8,5.1,1.0,3,4,4,BOM
253514,Jânio Aclo Puyogamo,0,0,0,0,7.2,7.1,6.6,6.2,0.0,5,3,3,BOM
586927,Camila Jangada de Chaves,0,0,0,0,6.6,6.6,7.3,,0.0,2,4,5,BOM
249600,Jânio Rodrigo de Alvim dos Santos,0,0,0,0,6.1,5.9,7.2,5.5,1.0,2,2,4,BOM
437357,Luciano Cícero Yubu,0,0,0,0,5.6,4.8,5.7,5.8,1.0,1,2,6,REGULAR
737541,Quênia Eu,0,0,0,0,7.5,7.1,8.0,,0.0,5,5,3,MUITO_BOM
286276,Fernanda Brasil Renviman,0,0,0,0,6.4,5.0,6.9,6.8,,5,0,3,BOM
718103,Luke Márcio Torres Mendes,0,0,0,0,6.7,6.6,6.3,,1.0,2,3,6,REGULAR
153942,Mayra de Assunção,0,0,1,3,6.5,6.8,0.0,,1.0,2,2,3,DIFICULDADE
386406,Celeste Maria de Toledo Omvourn,0,0,0,0,7.1,7.1,6.7,7.2,0.0,2,4,3,BOM
983387,Micael Seixas da Silva Neto,0,0,1,1,6.6,6.5,0.0,,1.0,7,2,5,DIFICULDADE
842667,Eugênio Tai Júnior,0,0,0,0,7.2,6.5,5.8,6.2,1.0,2,2,7,REGULAR
374118,Catarina de Lins,0,0,0,0,6.4,6.4,5.9,,0.0,2,0,7,REGULAR
402780,Eulália Leila Aley,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,3,1,DIFICULDADE
828234,Plínio Luan de Figueira,0,0,0,0,6.9,6.4,6.1,,,4,2,3,REGULAR
529781,Bárbara Phovoã,0,0,0,0,6.2,5.6,4.9,4.6,0.0,3,5,3,DIFICULDADE
603601,Ana Fabíola de Tavares,0,0,0,0,4.4,5.4,4.9,5.8,1.0,2,2,3,DIFICULDADE
860519,Isaiane Núbia Norogu,0,0,0,0,7.8,7.8,6.8,6.7,1.0,8,2,2,BOM
552235,Washington de Teixeira,0,0,0,0,6.5,6.4,5.9,5.1,,6,5,2,REGULAR
886148,Fabíola Pemute,0,0,0,0,6.7,7.4,6.4,6.9,1.0,7,4,3,REGULAR
687392,Kiara Luzinete Deba Jangada Terceiro,1,1,1,1,0.0,0.0,0.0,,0.0,5,2,6,DIFICULDADE
321206,Wagner Espada Júnior,1,1,1,1,0.0,0.0,0.0,,,3,2,3,DIFICULDADE
